|purchaseorderid|vendorid|employeeid|subtotal  |
|2,687          |1,544   |251       |6,987.75   |
|2,688          |1,530   |253       |28,072.275 |
|2,689          |1,508   |252       |37,312.275 |
|2,690          |1,694   |256       |7,623      |
|2,691          |1,624   |259       |28,297.5   |
|2,692          |1,548   |260       |59.9445    |
|2,693          |1,598   |258       |358.155    |
|2,694          |1,658   |254       |43,878.45  |
|2,695          |1,536   |257       |1,637.937  |
|2,696          |1,568   |261       |29,989.575 |
|2,697          |1,648   |251       |142.4115   |
|2,698          |1,646   |253       |48,030.675 |
|2,699          |1,672   |255       |12,127.7415|
|2,700          |1,600   |252       |1,276.275  |
|2,701          |1,522   |259       |2,003.925  |
|2,702          |1,570   |260       |28,343.7   |
|2,703          |1,516   |258       |454.86     |
|2,704          |1,506   |250       |43,878.45  |
|2,705          |1,626   |257       |7,132.125  |
|2,706          |1,542   |261       |28,343.7   |
|2,707          |1,610   |251       |22,516.725 |
|2,708          |1,638   |253       |34,644.225 |
|2,709          |1,582   |255       |694.1655   |
|2,710          |1,510   |256       |143.0415   |
|2,711          |1,526   |259       |28,199.325 |
|2,712          |1,644   |260       |3,713.325  |
|2,713          |1,680   |258       |19,952.625 |
|2,714          |1,584   |254       |6,540.66   |
|2,715          |1,620   |257       |5,711.475  |
|2,716          |1,666   |261       |484.407    |
|2,717          |1,592   |251       |97.965     |
|2,718          |1,618   |253       |114.471    |
|2,719          |1,612   |255       |132.6465   |
|2,720          |1,586   |256       |43,878.45  |
|2,721          |1,500   |259       |418.95     |
|2,722          |1,656   |250       |240.723    |
|2,723          |1,572   |258       |461.79     |
|2,724          |1,562   |254       |253.323    |
|2,725          |1,662   |257       |37.0755    |
|2,726          |1,682   |261       |21,558.075 |
|2,727          |1,686   |251       |710.325    |
|2,728          |1,684   |253       |86,220.75  |
|2,729          |1,534   |255       |235.9035   |
|2,730          |1,614   |256       |428.4      |
|2,731          |1,588   |259       |40,471.2   |
|2,732          |1,622   |260       |272.4435   |
|2,733          |1,632   |250       |23,671.725 |
|2,734          |1,608   |254       |5,948.25   |
|2,735          |1,576   |257       |91,117.95  |
|2,736          |1,590   |261       |525        |
|2,737          |1,514   |251       |2,003.6835 |
|2,738          |1,498   |253       |26,455.275 |
|2,739          |1,674   |255       |944.37     |
|2,740          |1,652   |256       |48,186.6   |
|2,741          |1,578   |259       |26,720.925 |
|2,742          |1,538   |260       |37,843.575 |
|2,743          |1,556   |258       |25,531.275 |
|2,744          |1,554   |254       |278.838    |
|2,745          |1,688   |257       |125.748    |
|2,746          |1,580   |261       |150.7905   |
|2,747          |1,496   |251       |776.79     |
|2,748          |1,494   |253       |8,847.3    |
|2,749          |1,650   |255       |171.0765   |
|2,750          |1,654   |256       |20,397.3   |
|2,751          |1,664   |252       |14,628.075 |
|2,752          |1,678   |260       |33,350.625 |
|2,753          |1,616   |258       |414.855    |
|2,754          |1,492   |254       |278.838    |
|2,755          |1,602   |257       |1,796.0355 |
|2,756          |1,540   |261       |489.069    |
|2,757          |1,628   |250       |34,644.225 |
|2,758          |1,604   |253       |1,839.5055 |
|2,759          |1,690   |255       |146.286    |
|2,760          |1,566   |256       |102.564    |
|2,761          |1,698   |259       |150.7905   |
|2,762          |1,560   |260       |13,669.425 |
|2,763          |1,692   |258       |9,948.33   |
|2,764          |1,696   |254       |28,343.7   |
|2,765          |1,504   |252       |551.88     |
|2,766          |1,544   |261       |6,987.75   |
|2,767          |1,530   |251       |28,072.275 |
|2,768          |1,508   |253       |37,312.275 |
|2,769          |1,694   |255       |7,623      |
|2,770          |1,624   |256       |28,297.5   |
|2,771          |1,548   |259       |59.9445    |
|2,772          |1,598   |260       |234.6435   |
|2,773          |1,658   |258       |43,878.45  |
|2,774          |1,536   |254       |247.2435   |
|2,775          |1,568   |257       |49,376.25  |
|2,776          |1,648   |261       |142.4115   |
|2,777          |1,646   |251       |48,030.675 |
|2,778          |1,672   |253       |39,258.45  |
|2,779          |1,600   |255       |1,276.275  |
|2,780          |1,522   |256       |2,003.925  |
|2,781          |1,570   |259       |22,516.725 |
|2,782          |1,516   |260       |454.86     |
|2,783          |1,506   |258       |43,878.45  |
|2,784          |1,626   |254       |7,132.125  |
|2,785          |1,542   |257       |28,343.7   |
|2,786          |1,610   |261       |22,516.725 |
|2,787          |1,638   |251       |34,644.225 |
|2,788          |1,582   |253       |656.586    |
|2,789          |1,510   |252       |143.0415   |
|2,790          |1,526   |256       |28,199.325 |
|2,791          |1,644   |259       |3,713.325  |
|2,792          |1,680   |260       |43,878.45  |
|2,793          |1,584   |258       |9,799.65   |
|2,794          |1,620   |254       |5,711.475  |
|2,795          |1,666   |257       |111.5415   |
|2,796          |1,592   |261       |97.965     |
|2,797          |1,618   |251       |114.471    |
|2,798          |1,612   |253       |132.6465   |
|2,799          |1,586   |255       |43,878.45  |
|2,800          |1,500   |252       |418.95     |
|2,801          |1,656   |259       |566.0865   |
|2,802          |1,572   |260       |461.79     |
|2,803          |1,562   |258       |377.055    |
|2,804          |1,662   |250       |37.0755    |
|2,805          |1,682   |257       |21,558.075 |
|2,806          |1,686   |261       |552.2265   |
|2,807          |1,684   |251       |86,220.75  |
|2,808          |1,534   |253       |696.528    |
|2,809          |1,614   |255       |663.453    |
|2,810          |1,588   |256       |40,471.2   |
|2,811          |1,622   |259       |259.8435   |
|2,812          |1,632   |260       |38,421.075 |
|2,813          |1,608   |258       |5,948.25   |
|2,814          |1,576   |254       |91,117.95  |
|2,815          |1,590   |257       |525        |
|2,816          |1,514   |261       |2,003.6835 |
|2,817          |1,498   |251       |26,455.275 |
|2,818          |1,674   |253       |944.37     |
|2,819          |1,652   |255       |3,401.475  |
|2,820          |1,578   |256       |62,843.55  |
|2,821          |1,538   |259       |37,843.575 |
|2,822          |1,556   |250       |25,531.275 |
|2,823          |1,554   |258       |415.3275   |
|2,824          |1,688   |254       |125.748    |
|2,825          |1,580   |257       |150.7905   |
|2,826          |1,496   |261       |484.407    |
|2,827          |1,494   |251       |8,847.3    |
|2,828          |1,650   |253       |171.0765   |
|2,829          |1,654   |255       |20,397.3   |
|2,830          |1,664   |256       |14,628.075 |
|2,831          |1,678   |259       |25,334.925 |
|2,832          |1,616   |260       |272.4435   |
|2,833          |1,492   |250       |415.3275   |
|2,834          |1,602   |254       |270.8055   |
|2,835          |1,540   |257       |1,814.6835 |
|2,836          |1,628   |261       |34,644.225 |
|2,837          |1,604   |251       |1,839.5055 |
|2,838          |1,690   |253       |146.286    |
|2,839          |1,566   |255       |102.564    |
|2,840          |1,698   |256       |150.7905   |
|2,841          |1,560   |259       |13,669.425 |
|2,842          |1,692   |260       |6,444.9    |
|2,843          |1,696   |258       |50,860.425 |
|2,844          |1,504   |254       |551.88     |
|2,845          |1,544   |257       |6,987.75   |
|2,846          |1,530   |261       |28,072.275 |
|2,847          |1,508   |251       |37,312.275 |
|2,848          |1,694   |253       |7,623      |
|2,849          |1,624   |255       |28,297.5   |
|2,850          |1,548   |256       |59.9445    |
|2,851          |1,598   |252       |222.0435   |
|2,852          |1,658   |260       |43,878.45  |
|2,853          |1,536   |258       |345.555    |
|2,854          |1,568   |254       |15,153.6   |
|2,855          |1,648   |257       |142.4115   |
|2,856          |1,646   |261       |48,030.675 |
|2,857          |1,672   |250       |823.41     |
|2,858          |1,600   |253       |1,276.275  |
|2,859          |1,522   |255       |2,003.925  |
|2,860          |1,570   |256       |50,860.425 |
|2,861          |1,516   |259       |454.86     |
|2,862          |1,506   |260       |43,878.45  |
|2,863          |1,626   |258       |7,132.125  |
|2,864          |1,542   |254       |28,343.7   |
|2,865          |1,610   |252       |22,516.725 |
|2,866          |1,638   |261       |34,644.225 |
|2,867          |1,582   |251       |364.9275   |
|2,868          |1,510   |253       |143.0415   |
|2,869          |1,526   |255       |28,199.325 |
|2,870          |1,644   |256       |3,713.325  |
|2,871          |1,680   |259       |19,952.625 |
|2,872          |1,584   |260       |6,540.66   |
|2,873          |1,620   |258       |5,711.475  |
|2,874          |1,666   |254       |279.783    |
|2,875          |1,592   |257       |97.965     |
|2,876          |1,618   |261       |114.471    |
|2,877          |1,612   |251       |132.6465   |
|2,878          |1,586   |253       |43,878.45  |
|2,879          |1,500   |255       |418.95     |
|2,880          |1,656   |256       |404.145    |
|2,881          |1,572   |259       |461.79     |
|2,882          |1,562   |260       |247.2435   |
|2,883          |1,662   |258       |37.0755    |
|2,884          |1,682   |254       |21,558.075 |
|2,885          |1,686   |257       |533.547    |
|2,886          |1,684   |261       |86,220.75  |
|2,887          |1,534   |251       |776.79     |
|2,888          |1,614   |253       |136.647    |
|2,889          |1,588   |252       |40,471.2   |
|2,890          |1,622   |256       |427.455    |
|2,891          |1,632   |259       |23,671.725 |
|2,892          |1,608   |260       |5,948.25   |
|2,893          |1,576   |258       |91,117.95  |
|2,894          |1,590   |254       |525        |
|2,895          |1,514   |257       |2,003.6835 |
|2,896          |1,498   |261       |26,455.275 |
|2,897          |1,674   |251       |944.37     |
|2,898          |1,652   |253       |51,588.075 |
|2,899          |1,578   |255       |62,843.55  |
|2,900          |1,538   |252       |37,843.575 |
|2,901          |1,556   |259       |25,531.275 |
|2,902          |1,554   |260       |272.7585   |
|2,903          |1,688   |258       |125.748    |
|2,904          |1,580   |250       |150.7905   |
|2,905          |1,496   |257       |111.5415   |
|2,906          |1,494   |261       |8,847.3    |
|2,907          |1,650   |251       |171.0765   |
|2,908          |1,654   |253       |20,397.3   |
|2,909          |1,664   |255       |14,628.075 |
|2,910          |1,678   |256       |58,685.55  |
|2,911          |1,616   |259       |500.5665   |
|2,912          |1,492   |260       |272.7585   |
|2,913          |1,602   |258       |1,525.23   |
|2,914          |1,540   |254       |260.1585   |
|2,915          |1,628   |257       |34,644.225 |
|2,916          |1,604   |261       |1,839.5055 |
|2,917          |1,690   |251       |146.286    |
|2,918          |1,566   |253       |102.564    |
|2,919          |1,698   |255       |150.7905   |
|2,920          |1,560   |256       |13,669.425 |
|2,921          |1,692   |259       |9,948.33   |
|2,922          |1,696   |250       |34,118.7   |
|2,923          |1,504   |258       |551.88     |
|2,924          |1,544   |254       |3,811.5    |
|2,925          |1,530   |257       |28,072.275 |
|2,926          |1,508   |261       |37,312.275 |
|2,927          |1,694   |251       |7,623      |
|2,928          |1,624   |253       |28,297.5   |
|2,929          |1,548   |255       |59.9445    |
|2,930          |1,598   |256       |370.755    |
|2,931          |1,658   |259       |43,878.45  |
